STATE ABBREVIATION,STATE,DISTRICT,DISTRICT00,SPECIAL,JUNGLE,OPEN,ID_NUMCANDIDATES,ID_DISTRICTIDEOLOGY,NUMCANDIDATES,FECID,DISBURSEMENTS,TOTALDISBURSEMENT,DISBURSEMENTRATIO,INCUMBENT,CLOSEDSEAT,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME STANDARD,CANDIDATE NAME COMMA,PARTY,USERNAME,FOLLOWING,DWNOMINATE,CANDIDATEIDEOLOGY,RELIABLE,DISTRICTIDEOLOGY,PRIMARY VOTES,PRIMARY %,PRIMARYPERCENT,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",GE WINNER INDICATOR,FOOTNOTES
GA,Georgia,4,04,,0,1,GA04D,GA4D,2,H6GA04129,24904,233483.54,0.11,1,1,"Henry C. ""Hank,"" Jr.",Johnson,"Henry C. ""Hank,""  Johnson","Johnson, Henry C. ""Hank,"" Jr.",D,reelecthank,787,-0.468,-2.05,1,54.70013541,"55,060",0.80,79.77,,,"227,717",78.85%,,,W,
CA,California,22,22,,1,0,CA22D,CA22D,3,H8CA22139,478194,478193.95,1.00,0,0,Andrew,Janz,Andrew Janz,"Janz, Andrew",D,JanzAndrew,1785,n/a,-1.52,1,59.84830221,"38,596",0.32,31.69,,,"105,136",47.28%,,,,
MD,Maryland,3,03,,0,0,MD03D,MD3D,4,H6MD03292,45580,45580.11,1.00,1,1,John,Sarbanes,John Sarbanes,"Sarbanes, John",D,JohnSarbanes,657,-0.467,-2.47,1,60.99313828,"64,567",0.82,82.26,,,"202,407",69.11%,,,W,
NC,North Carolina,12,12,,0,0,NC12D,NC12D,4,H4NC12100,50816,50815.50,1.00,1,1,Alma,Adams,Alma Adams,"Adams, Alma",D,AlmaforCongress,525,-0.466,-2.3,1,59.29702666,"38,849",0.86,85.51,,,"203,974",73.07%,,,W,
CA,California,41,41,,1,0,CA41D,CA41D,1,H2CA43245,78747,78747.23,1.00,1,1,Mark,Takano,Mark Takano,"Takano, Mark",D,MarkTakano,232,-0.463,-2.47,1,59.81146113,"45,585",0.58,58.48,,,"108,227",65.10%,,,W,
CA,California,24,24,,1,0,CA24R,CA24R,2,H4CA24142,181022,181021.81,1.00,0,0,Justin,Fareed,Justin Fareed,"Fareed, Justin",R,JustinFareed,245,n/a,1.03,1,27.53531545,"64,177",0.36,36.37,,,"117,881",41.44%,,,,
CA,California,25,25,,1,0,CA25D,CA25D,4,H8CA25074,499943,830428.37,0.60,0,0,Katie,Hill,Katie Hill,"Hill, Katie",D,KatieHill4CA,2379,-0.306,-1.85,1,60.15346078,"24,507",0.21,20.69,,,"133,209",54.37%,,,W,
CA,California,25,25,,1,0,CA25D,CA25D,4,H6CA25177,330485,830428.37,0.40,0,0,Bryan,Caforio,Bryan Caforio,"Caforio, Bryan",D,BryanCaforio,382,n/a,-2.04,1,60.15346078,"21,821",0.18,18.42,,,,,,,,
TX,Texas,18,18,,0,1,TX18D,TX18D,2,H4TX18054,86066,86065.99,1.00,1,1,Sheila,Jackson Lee,Sheila Jackson Lee,"Jackson Lee, Sheila",D,JacksonLeeTX18,2199,-0.46,-2.44,1,56.30757764,"32,625",0.85,85.30,,,"138,704",75.25%,,,W,
IL,Illinois,2,02,,0,1,IL02D,IL2D,2,H2IL02172,85791,600000.90,0.14,1,1,Robin,Kelly,Robin Kelly,"Kelly, Robin",D,robinlynnekelly,4463,-0.459,-2.19,1,55.24962203,"80,659",0.82,82.05,,,"190,684",81.06%,,,W,
CA,California,26,26,,1,0,CA26R,CA26R,2,H8CA26114,55301,60886.25,0.91,0,0,"Antonio, Jr.",Sabato,Antonio Sabato,"Sabato, Antonio, Jr.",R,VoteAntonio2018,432,n/a,0.79,1,26.83330523,"30,107",0.22,22.39,,,"97,210",38.06%,,,,
CA,California,26,26,,1,0,CA26R,CA26R,2,H8CA26122,5585,60886.25,0.09,0,0,Jeffrey D.,Burum,Jeffrey D. Burum,"Burum, Jeffrey D.",R,JeffreyBurum,4538,n/a,1.1,1,26.83330523,"26,656",0.20,19.82,,,,,,,,
MO,Missouri,5,05,,0,1,MO05D,MO5D,1,H4MO05234,61312,61311.52,1.00,1,1,"Emanuel, II",Cleaver,EmanuelII Cleaver,"Cleaver, Emanuel, II",D,vote4cleaver,484,-0.454,-2.12,1,n/a,"87,584",1.00,100.00,,,"175,019",61.67%,,,W,
CA,California,27,27,,1,0,CA27D,CA27D,2,H8CA27112,1512,49296.00,0.03,0,1,Bryan,Witt,Bryan Witt,"Witt, Bryan",D,wittforprogress,424,n/a,1.09,1,63.30483504,"17,186",0.17,16.51,,,"42,132",20.79%,,,,
CA,California,29,29,,1,0,CA29D,CA29D,2,H2CA28113,87602,87601.58,1.00,1,1,Tony,Cardenas,Tony Cardenas,"Cardenas, Tony",D,RepCardenas,1447,n/a,-2.25,1,58.9861157,"43,579",0.67,66.72,,,"124,697",80.61%,,,W,
CA,California,28,28,,1,0,CA28R,CA28R,1,H8CA28185,5318,5318.21,1.00,0,0,Johnny J.,Nalbandian,Johnny J. Nalbandian,"Nalbandian, Johnny J.",R,Johnny_Congress,5000,n/a,-1.16,1,30.89179548,"26,566",0.21,20.72,,,"54,272",21.63%,,,,
PA,Pennsylvania,3,03,,0,0,PA03D,PA3D,2,H6PA02171,93721,113093.02,0.83,1,1,Dwight,Evans,Dwight Evans,"Evans, Dwight",D,DwightEvansPA,1079,-0.454,-2.15,1,57.06314977,"73,800",0.81,80.61,,,"287,610",93.35%,,,W,
CA,California,29,29,,1,0,CA29R,CA29R,1,H6CA29203,550,550.00,1.00,0,0,Benito Benny,Bernal,Benito Benny Bernal,"Bernal, Benito Benny",R,Benny4Congress,50,n/a,0.03,1,33.9630102,"11,353",0.17,17.38,,,"29,995",19.39%,,,,
AZ,Arizona,7,07,,0,0,AZ07D,AZ7D,2,H4AZ07043,199571,205806.21,0.97,1,1,Ruben,Gallego,Ruben Gallego,"Gallego, Ruben",D,RubenGallego,2107,-0.452,-1.58,1,57.53682119,"32,231",0.75,74.80,,,"113,044",85.61%,,,W,
CA,California,30,30,,1,0,CA30R,CA30R,1,H6CA30185,0,0.00,0.00,0,0,Mark S.,Reed,Mark S. Reed,"Reed, Mark S.",R,MarkReed1776,2454,n/a,0.22,1,31.0999004,"35,046",0.27,27.28,,,"69,420",26.60%,,,,
CA,California,47,47,,1,0,CA47D,CA47D,1,H2CA00104,59319,59318.83,1.00,1,1,Alan,Lowenthal,Alan Lowenthal,"Lowenthal, Alan",D,alanlowenthal,606,-0.45,-2.16,1,62.7578836,"70,539",0.61,60.63,,,"143,354",64.86%,,,W,
CA,California,31,31,,1,0,CA31R,CA31R,1,H6CA31134,68913,68912.87,1.00,0,0,Sean,Flynn,Sean Flynn,"Flynn, Sean",R,SeanFlynnCA,716,n/a,0.87,1,28.79697581,"40,622",0.45,45.10,,,"77,352",41.26%,,,,
CA,California,32,32,,1,0,CA32D,CA32D,1,H8CA34068,11471,11470.64,1.00,1,1,Grace Flores,Napolitano,Grace Flores Napolitano,"Napolitano, Grace Flores",D,grace4congress,173,-0.448,-2.25,1,57.48863049,"56,674",1.00,99.92,,,"121,759",68.78%,,,W,
MI,Michigan,14,14,,0,1,MI14D,MI14D,1,H2MI14111,28520,28519.75,1.00,1,1,Brenda ,Lawrence,Brenda  Lawrence,"Lawrence, Brenda ",D,brendallawrence,912,-0.446,-2.65,1,n/a,"106,464",1.00,100.00,,,"214,334",80.88%,,,W,
CA,California,33,33,,1,0,CA33R,CA33R,1,H6CA33106,10896,10895.92,1.00,0,0,Kenneth Weston,Wright,Kenneth Weston Wright,"Wright, Kenneth Weston",R,n/a,0,n/a,n/a,1,30.02013524,"48,985",0.30,30.05,,,"93,769",29.97%,,,,
MD,Maryland,7,07,,0,0,MD07D,MD7D,4,H6MD07160,113001,113000.78,1.00,1,1,Elijah ,Cummings,Elijah  Cummings,"Cummings, Elijah ",D,reelectcummings,1976,-0.438,-2.71,1,56.2834815,"81,679",0.91,91.45,,,"202,345",76.44%,,,W,
TX,Texas,9,09,,0,1,TX09D,TX9D,1,H4TX09095,46148,46147.93,1.00,1,1,Al,Green,Al Green,"Green, Al",D,RepAlGreenTX,265,-0.438,-2.31,1,58.29919262,"32,881",1.00,100.00,,,"136,256",89.06%,,,W,
CA,California,35,35,,1,0,CA35R,CA35R,1,H8CA35115,1889,1888.87,1.00,0,0,Christian Leonel,Valiente,Christian Leonel Valiente,"Valiente, Christian Leonel",R,CLVALIENTE4,789,n/a,1.14,1,31.08184932,"21,572",0.34,33.99,,,"45,604",30.60%,,,,
CA,California,6,06,,1,0,CA06D,CA6D,2,H6CA05195,64881,64881.20,1.00,1,1,Doris,Matsui,Doris Matsui,"Matsui, Doris",D,DorisMatsui,5000,-0.434,-1.15,1,64.79853556,"99,789",0.88,87.85,,,"162,411",80.43%,,,W,
CA,California,36,36,,1,0,CA36R,CA36R,5,H8CA36170,132806,132805.91,1.00,0,0,Kimberlin Brown,Pelzer,Kimberlin Brown Pelzer,"Pelzer, Kimberlin Brown",R,KimberlinBrown,280,n/a,1.03,1,28.07737991,"27,648",0.23,23.21,,,"84,839",40.98%,,,,
CO,Colorado,1,01,,0,0,CO01D,CO1D,2,H6CO01141,164439,510659.14,0.32,1,1,Diana,DeGette,Diana DeGette,"DeGette, Diana",D,degette5280,454,-0.432,-2.08,1,68.0999606,"91,102",0.68,68.24,,,"272,886",73.81%,,,W,
IN,Indiana,7,07,,0,1,IN07D,IN7D,4,H8IN07184,36076,36075.76,1.00,1,1,André D.,Carson,André D. Carson,"Carson, André D.",D,Andre4Congress,269,-0.431,-2.27,1,56.60180851,"37,662",0.88,87.96,,,"141,139",64.86%,,,W,
CA,California,38,38,,1,0,CA38R,CA38R,1,H4CA31105,0,0.00,0.00,0,0,Ryan ,Downing,Ryan  Downing,"Downing, Ryan ",R,n/a,0,n/a,n/a,1,31.17675805,"32,584",0.37,37.33,,,"62,968",31.15%,,,,
CA,California,39,39,,1,0,CA39D,CA39D,6,H8CA39174,2413747,2413747.21,1.00,0,0,Gil,Cisneros,Gil Cisneros,"Cisneros, Gil",D,GilCisnerosCA,4483,-0.366,-1.87,1,63.41528517,"27,469",0.19,19.42,,,"126,002",51.56%,,,W,
CA,California,39,39,,1,0,CA39R,CA39R,6,H8CA39240,503871,503871.01,1.00,0,0,Young,Kim,Young Kim,"Kim, Young",R,YoungKimCA,224,n/a,3.46,1,28.48902865,"30,019",0.21,21.22,,,"118,391",48.44%,,,,
OR,Oregon,4,04,,0,0,OR04D,OR4D,2,H6OR04047,29047,29047.19,1.00,1,1,Peter A.,DeFazio,Peter A. DeFazio,"DeFazio, Peter A.",D,reppeterdefazio,735,-0.429,-2.25,1,63.26090498,"78,575",0.91,91.40,"208,710",55.97%,,,,,W,
OH,Ohio,3,03,,0,1,OH03D,OH3D,1,H2OH03125,563,563.02,1.00,1,1,Joyce,Beatty,Joyce Beatty,"Beatty, Joyce",D,JoyceBeatty,341,-0.429,-2.56,1,62.37434996,"46,338",1.00,100.00,,,"181,575",73.61%,,,W,
CA,California,41,41,,1,0,CA41R,CA41R,1,H8CA41170,1211,1211.21,1.00,0,0,Aja,Smith,Aja Smith,"Smith, Aja",R,AjaforCongress,5000,n/a,0.93,1,31.09769737,"32,360",0.42,41.52,,,"58,021",34.90%,,,,
CA,California,42,42,,1,0,CA42D,CA42D,2,H8CA42228,10342,10342.25,1.00,0,0,Julia C.,Peacock,Julia C. Peacock,"Peacock, Julia C.",D,peacock4ca42,2414,n/a,-2.38,1,60.49876238,"30,237",0.26,26.14,,,"100,892",43.50%,,,,
OR,Oregon,3,03,,0,0,OR03D,OR3D,4,H6OR03064,40240,40240.34,1.00,1,1,Earl,Blumenauer,Earl Blumenauer,"Blumenauer, Earl",D,repblumenauer,1246,-0.427,-2.11,1,68.72211656,"91,226",0.91,90.78,,,"279,019",72.60%,,,W,
CA,California,2,02,,1,0,CA02D,CA2D,2,H2CA06259,64478,64478.24,1.00,1,1,Jared W.,Huffman,Jared W. Huffman,"Huffman, Jared W.",D,jaredhuffman,510,-0.426,-2.19,1,69.69100851,"144,005",0.72,72.48,,,"243,081",77.01%,,,W,
NJ,New Jersey,1,01,,0,0,NJ01D,NJ1D,3,H4NJ01084,239740,239739.94,1.00,1,1,Donald W.,Norcross,Donald W. Norcross,"Norcross, Donald W.",D,donnorcross4nj,461,-0.426,-2.12,1,57.91336323,"39,788",0.84,84.10,,,"169,628",64.39%,,,W,
CA,California,44,44,,1,0,CA44D,CA44D,2,H8CA44117,1714,195807.44,0.01,0,1,Aja L.,Brown,Aja L. Brown,"Brown, Aja L.",D,ajalbrown,1009,n/a,-2.17,1,55.44503891,"10,257",0.17,17.03,,,"45,378",31.66%,,,,
CA,California,45,45,,1,0,CA45D,CA45D,4,H8CA45130,531535,876592.77,0.61,0,0,Katie,Porter,Katie Porter,"Porter, Katie",D,katieporteroc,384,-0.173,-1.73,1,68.17105848,"34,078",0.20,20.29,,,"158,906",52.05%,,,W,
CA,California,45,45,,1,0,CA45D,CA45D,4,H8CA45148,345058,876592.77,0.39,0,0,Dave,Min,Dave Min,"Min, Dave",D,daveminca,3475,n/a,-1.64,1,68.17105848,"29,979",0.18,17.85,,,,,,,,
MA,Massachusetts,4,04,,0,0,MA04D,MA4D,2,H2MA04073,0,0.00,0.00,1,1,"Joseph P., III",Kennedy,Joseph P.III Kennedy,"Kennedy, Joseph P., III",D,joekennedy,470,-0.423,-2.33,1,62.60437132,"60,214",0.93,93.37,,,"245,289",97.72%,,,W,
ME,Maine,1,01,,0,0,ME01D,ME1D,1,H8ME01120,9111,9111.24,1.00,1,1,Chellie,Pingree,Chellie Pingree,"Pingree, Chellie",D,chelliepingree,1084,-0.42,-0.57,1,64.6691169,"74,376",1.00,100.00,,,"201,195",58.82%,,,W,
CA,California,46,46,,1,0,CA46R,CA46R,1,H8CA46120,569510,569509.84,1.00,0,0,Russell Rene,Lambert,Russell Rene Lambert,"Lambert, Russell Rene",R,n/a,0,n/a,n/a,1,29.86330709,"22,770",0.32,32.43,,,"45,638",30.85%,,,,
MN,Minnesota,4,04,,0,1,MN04D,MN4D,3,H0MN04049,36147,36147.28,1.00,1,1,Betty ,McCollum,Betty  McCollum,"McCollum, Betty ",D,bettymccollum04,1071,-0.418,-2.7,1,n/a,"86,842",0.91,91.03,,,"216,865",65.99%,,,W,
CA,California,47,47,,1,0,CA47R,CA47R,2,H8CA47060,10769,16786.43,0.64,0,0,David Michael,Clifford,David Michael Clifford,"Clifford, David Michael",R,DaveCliffordGOP,11,n/a,1.06,1,29.91459144,"20,687",0.18,17.78,,,,,,,,
CA,California,47,47,,1,0,CA47R,CA47R,2,H8CA47078,6018,16786.43,0.36,0,0,John,Briscoe,John Briscoe,"Briscoe, John",R,johnfbriscoe,56,n/a,n/a,1,29.91459144,"25,122",0.22,21.59,,,"77,682",35.14%,,,,
CA,California,48,48,,1,0,CA48D,CA48D,6,H8CA48035,910119,1728690.15,0.53,0,0,Harley,Rouda,Harley Rouda,"Rouda, Harley",D,HarleyRouda,5000,-0.327,-1.12,1,65.88651772,"30,099",0.17,17.30,,,"157,837",53.55%,,,W,
CA,California,48,48,,1,0,CA48D,CA48D,6,H8CA48076,818571,1728690.15,0.47,0,0,Hans,Keirstead,Hans Keirstead,"Keirstead, Hans",D,drhanskeirstead,1031,n/a,-2.15,1,65.88651772,"29,974",0.17,17.22,,,,,,,,
CA,California,48,48,,1,0,CA48R,CA48R,5,H6CA48245,750783,1320293.23,0.57,0,1,Scott,Baugh,Scott Baugh,"Baugh, Scott",R,scottrbaugh,28,n/a,3.7,0,27.96144647,"27,514",0.16,15.81,,,,,,,,
MA,Massachusetts,1,01,,0,0,MA01D,MA1D,2,H8MA02041,521407,578497.05,0.90,1,1,Richard E.,Neal,Richard E. Neal,"Neal, Richard E.",D,nealforcongress,139,-0.417,-2.21,1,58.95576923,"49,696",0.71,70.64,,,"211,790",97.64%,,,W,
CA,California,49,49,,1,0,CA49D,CA49D,4,H8CA49058,404611,1614178.33,0.25,0,0,Mike,Levin,Mike Levin,"Levin, Mike",D,MikeLevin,5000,-0.386,-1.79,1,66.50783898,"31,850",0.17,17.49,,,"166,453",56.42%,,,W,
CA,California,49,49,,1,0,CA49D,CA49D,4,H8CA49074,1209568,1614178.33,0.75,0,0,Sara,Jacobs,Sara Jacobs,"Jacobs, Sara",D,SaraJacobsCA,341,n/a,-1.52,1,66.50783898,"28,778",0.16,15.80,,,,,,,,
CA,California,49,49,,1,0,CA49R,CA49R,5,H8CA49082,238825,238824.57,1.00,0,0,Diane L.,Harkey,Diane L. Harkey,"Harkey, Diane L.",R,dianeharkey,1965,n/a,0.53,1,26.95422705,"46,468",0.26,25.52,,,"128,577",43.58%,,,,
CA,California,50,50,,1,0,CA50D,CA50D,3,H8CA50098,251573,251573.23,1.00,0,0,Ammar ,Campa-Najjar,Ammar  Campa-Najjar,"Campa-Najjar, Ammar ",D,acampanajjar,1976,n/a,-1.91,1,62.93513746,"25,799",0.18,17.59,,,"125,448",48.28%,,,,
NY,New York,5,05,,0,0,NY05D,NY5D,3,H8NY06048,2,1.51,1.00,1,1,Gregory W.,Meeks,Gregory W. Meeks,"Meeks, Gregory W.",D,RepGregoryMeeks,1095,-0.413,-2.65,1,58.47730365,"11,060",0.82,81.64,,,"160,500",99.40%,,,W,
NY,New York,14,14,,0,0,NY14D,NY14D,2,H8NY07046,1109723,1237903.54,0.90,1,1,Joseph,Crowley,Joseph Crowley,"Crowley, Joseph",D,JoeCrowleyNY,1050,-0.412,-1.86,1,63.17013423,"12,880",0.43,43.25,,,,,,,,
CA,California,51,51,,1,0,CA51R,CA51R,3,H8CA51062,14429,14429.03,1.00,0,0,"Juan M., Jr.",Hidalgo,Juan M. Hidalgo,"Hidalgo, Juan M., Jr.",R,repsusandavis,165,n/a,-2.43,1,30.91261426,"11,979",0.15,15.30,,,"44,301",28.80%,,,,
VT,Vermont,1,01,,0,1,VT01D,VT1D,3,H6VT00160,19516,19515.67,1.00,1,1,Peter ,Welch,Peter  Welch,"Welch, Peter ",D,PeterWelch,1997,-0.409,-1.42,1,53.92631579,"56,041",0.84,83.96,,,"188,547",69.20%,,,W,
CA,California,52,52,,1,0,CA52R,CA52R,6,H8CA52102,28947,28946.98,1.00,0,0,Omar,Qudrat,Omar Qudrat,"Qudrat, Omar",R,OmarQudrat,2,n/a,n/a,1,26.82909625,"25,530",0.15,15.26,,,"107,015",36.15%,,,,
NY,New York,16,16,,0,0,NY16D,NY16D,4,H8NY19058,562528,1052461.65,0.53,1,1,Eliot L.,Engel,Eliot L. Engel,"Engel, Eliot L.",D,repeliotengel,1016,-0.408,-2.3,1,62.06598686,"22,160",0.74,73.68,,,"172,815",94.25%,"182,044",99.28%,W,
CO,Colorado,1,01,,0,0,CO01D,CO1D,2,H8CO01154,346220,510659.14,0.68,0,1,Sairo,Rao,Sairo Rao,"Rao, Sairo",D,sairasameerarao,2370,n/a,-1.52,1,68.0999606,"42,398",0.32,31.76,,,,,,,,
MI,Michigan,12,12,,0,1,MI12D,MI12D,1,H4MI12079,17805,17804.78,1.00,1,1,Debbie,Dingell,Debbie Dingell,"Dingell, Debbie",D,DebDingell,215,-0.406,-2.58,1,n/a,"103,278",1.00,100.00,,,"200,588",68.08%,,,W,
CO,Colorado,1,01,,0,0,CO01R,CO1R,1,H8CO01162,5381,5381.28,1.00,0,0,Charles Casper,Stockham,Charles Casper Stockham,"Stockham, Charles Casper",R,casper4colorado,289,n/a,0.86,1,31.28142999,"29,933",1.00,100.00,,,"85,207",23.05%,,,,
CO,Colorado,2,02,,0,0,CO02D,CO2D,2,H8CO02202,31460,427868.13,0.07,0,0,Mark,Williams,Mark Williams,"Williams, Mark",D,markforcolorado,68,n/a,-1.95,1,71.03238329,"40,044",0.34,34.26,,,,,,,,
CO,Colorado,2,02,,0,0,CO02D,CO2D,2,H8CO02160,396408,427868.13,0.93,0,0,Joe,Neguse,Joe Neguse,"Neguse, Joe",D,JoeNeguse,1545,n/a,-1.99,1,71.03238329,"76,829",0.66,65.74,,,"259,608",60.27%,,,W,
CO,Colorado,2,02,,0,0,CO02R,CO2R,1,H8CO02251,4564,4564.06,1.00,0,0,Peter,Yu,Peter Yu,"Yu, Peter",R,PeterYuCO,105,n/a,0.72,1,28.34898689,"45,970",1.00,100.00,,,"144,901",33.64%,,,,
CO,Colorado,3,03,,0,0,CO03D,CO3D,3,H8CO03218,135318,242136.56,0.56,0,0,Karl,Hanlon,Karl Hanlon,"Hanlon, Karl",D,HanlonforCO,447,n/a,-2.5,1,62.03054847,"19,368",0.28,27.70,,,,,,,,
CO,Colorado,3,03,,0,0,CO03D,CO3D,3,H8CO03192,106818,242136.56,0.44,0,0,Diane Mitsch,Bush,Diane Mitsch Bush,"Bush, Diane Mitsch",D,RepDMB,1952,n/a,-2.6,1,62.03054847,"44,809",0.64,64.08,,,"146,426",43.55%,,,,
NJ,New Jersey,8,08,,0,0,NJ08D,NJ8D,1,H6NJ13191,32929,32928.92,1.00,1,1,Albio ,Sires,Albio  Sires,"Sires, Albio ",D,albiosiresnj,109,-0.405,-2.35,1,61.75460594,"31,583",1.00,100.00,,,"119,881",78.12%,,,W,
CO,Colorado,4,04,,0,0,CO04D,CO4D,2,H8CO04083,42335,118464.68,0.36,0,0,Chase,Kohne,Chase Kohne,"Kohne, Chase",D,chasekohne4co,173,n/a,-1.92,1,62.66192969,"20,269",0.35,35.32,,,,,,,,
CO,Colorado,4,04,,0,0,CO04D,CO4D,2,H8CO04091,76130,118464.68,0.64,0,0,Karen,McCormick,Karen McCormick,"McCormick, Karen",D,McCormickForCO,626,n/a,-1.75,1,62.66192969,"37,120",0.65,64.68,,,"145,544",39.38%,,,,
NJ,New Jersey,6,06,,0,0,NJ06D,NJ6D,2,H8NJ03073,86707,86707.43,1.00,1,1,"Frank, Jr.",Pallone,Frank Pallone,"Pallone, Frank, Jr.",D,pallonefornj,1824,-0.404,-1.8,1,60.2801662,"23,621",0.86,86.24,,,"140,752",63.63%,,,W,
CO,Colorado,5,05,,0,0,CO05D,CO5D,1,H8CO05130,37791,37790.65,1.00,0,0,Stephany Rose,Spaulding,Stephany Rose Spaulding,"Spaulding, Stephany Rose",D,StephanyForCO,999,n/a,-2.31,1,63.04296943,"45,466",1.00,99.92,,,"126,848",39.31%,,,,
CO,Colorado,5,05,,0,0,CO05R,CO5R,5,H8CO05148,114856,665415.02,0.17,0,1,Darryl,Glenn,Darryl Glenn,"Glenn, Darryl",R,SenDarrylGlenn,400,n/a,0.14,1,26.73562677,"21,479",0.20,20.38,,,,,,,,
CO,Colorado,5,05,,0,0,CO05R,CO5R,5,H8CO05114,176617,665415.02,0.27,0,1,Owen,Hill,Owen Hill,"Hill, Owen",R,owenjhill,2760,n/a,0.8,1,26.73562677,"19,141",0.18,18.16,,,,,,,,
TX,Texas,35,35,,0,1,TX35D,TX35D,1,H4TX10028,57020,57019.94,1.00,1,1,Lloyd,Doggett,Lloyd Doggett,"Doggett, Lloyd",D,replloyddoggett,862,-0.403,-1.97,1,54.94,"32,101",1.00,100.00,,,"138,278",71.25%,,,W,
CO,Colorado,6,06,,0,0,CO06D,CO6D,2,H8CO06245,80127,414251.81,0.19,0,0,Levi,Tillemann,Levi Tillemann,"Tillemann, Levi",D,LeviTD,1485,n/a,-1.42,1,65.77980296,"25,757",0.34,34.07,,,,,,,,
CO,Colorado,6,06,,0,0,CO06D,CO6D,2,H8CO06229,334125,414251.81,0.81,0,0,Jason,Crow,Jason Crow,"Crow, Jason",D,JasonCrowCO6,3921,-0.27,-1.69,1,65.77980296,"49,851",0.66,65.93,,,"187,639",54.10%,,,W,
OH,Ohio,13,13,,0,1,OH13D,OH13D,3,H2OH17109,31500,31500.31,1.00,1,1,Tim,Ryan,Tim Ryan,"Ryan, Tim",D,TimRyan,1712,-0.403,-1.67,1,58.85206243,"54,967",0.87,87.15,,,"153,323",60.99%,,,W,
TX,Texas,33,33,,0,1,TX33D,TX33D,2,H2TX33073,199469,199468.87,1.00,1,1,Marc,Veasey,Marc Veasey,"Veasey, Marc",D,MarcVeasey,1324,-0.403,-1.82,1,52.9679646,"15,175",0.70,70.32,,,"90,805",76.16%,,,W,
CO,Colorado,7,07,,0,0,CO07R,CO7R,1,H8CO07094,22417,22417.30,1.00,0,0,Mark,Barrington,Mark Barrington,"Barrington, Mark",R,n/a,0,n/a,n/a,1,28.4377924,"46,028",1.00,100.00,,,"119,734",35.42%,,,,
CT,Connecticut,5,05,,0,0,CT05D,CT5D,2,H8CT05245,59698,283368.41,0.21,0,0,Jahana,Hayes,Jahana Hayes,"Hayes, Jahana",D,JahanaHayesCT,167,-0.347,-2.66,1,58.50920028,"24,693",0.62,62.27,,,"142,901",52.80%,"151,225",55.87%,W,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for candidates for the U.S. House of Representatives were held on May 11, 2018, and the Democratic conventions were held on May 14, 2018.  An asterisk denotes the party's endorsed candidate."
CT,Connecticut,5,05,,0,0,CT05D,CT5D,2,H8CT05195,223671,283368.41,0.79,0,0,Mary Messina,Glassman,Mary Messina Glassman,"Glassman, Mary Messina  *",D,maryglassman,179,n/a,-3.43,1,58.50920028,"14,964",0.38,37.73,,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for candidates for the U.S. House of Representatives were held on May 11, 2018, and the Democratic conventions were held on May 14, 2018.  An asterisk denotes the party's endorsed candidate."
CT,Connecticut,5,05,,0,0,CT05R,CT5R,3,H8CT05187,6311,39776.06,0.16,0,0,Manny,Santos,Manny Santos,"Santos, Manny",R,MannyDeLosSanto,442,n/a,-2.49,1,32.14945455,"16,816",0.52,52.39,,,"115,146",42.54%,"119,426",44.12%,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for candidates for the U.S. House of Representatives were held on May 11, 2018, and the Democratic conventions were held on May 14, 2018.  An asterisk denotes the party's endorsed candidate."
CT,Connecticut,5,05,,0,0,CT05R,CT5R,3,H8CT05260,0,39776.06,0.00,0,0,Ruby,Corby-O'Neill,Ruby Corby-O'Neill,"Corby-O'Neill, Ruby",R,rubycorbyoneill,256,n/a,1.23,1,32.14945455,"8,419",0.26,26.23,,,,,,,,"* A candidate is endorsed by the party at the party convention.  A primary election is only held if a qualified challenger to the party endorsed candidate receives 15% of the delegate votes on roll call at the convention and files for a primary, or, if after the convention, a challenger files a requisite number of petitions to qualify for primary ballot access.  Otherwise, the party endorsed candidate is the nominee.  The Republican conventions for candidates for the U.S. House of Representatives were held on May 11, 2018, and the Democratic conventions were held on May 14, 2018.  An asterisk denotes the party's endorsed candidate."
